token_id,image,category,sediment,sediment_tier,environment,environment_tier,eastern,eastern_tier,southern,southern_tier,western,western_tier,northern,northern_tier,artifact,plot,koda
5806,https://assets.otherside.xyz/otherdeeds/a03850de2970c681d635f42119768528d8804147bb36a2a6496c71dc0d673728.jpg,Harsh,Biogenic Swamp,2,Bone,3,Nether,1,Lunarian,3,,,Luster,2,,5806,
5807,https://assets.otherside.xyz/otherdeeds/b8a8071615f69a0c39806d5b8391c1b070a5fd8f369f76f6dd95404490e97242.jpg,Decay,Biogenic Swamp,1,Plague,2,,,,,,,,,,5807,
5808,https://assets.otherside.xyz/otherdeeds/17e19eb36936b5d11af6d83ccebebdccc45ed23204ab57ec5dd21ad5ce883a4d.jpg,Harsh,Biogenic Swamp,2,Glacia,1,Whisper,2,Spikeweed,1,Bonestone,1,Kinsoul,2,,5808,
5810,https://assets.otherside.xyz/otherdeeds/600d27cf4b92aa77f0727741ef43321fea5b87988bacf7afe2eca54f4222507f.jpg,Volcanic,Biogenic Swamp,2,Crimson,1,,,,,Ragnarock,3,,,,5810,2964
5811,https://assets.otherside.xyz/otherdeeds/1c8e42f807e07414ce1ae92a298e26c934123bcb98575004d9b01f9b5673506f.jpg,Volcanic,Biogenic Swamp,3,Molten,2,,,,,,,,,,5811,
5813,https://assets.otherside.xyz/otherdeeds/30af5cb6b8f412bcb94bc793e774ea898c47edb15c5828a04b01dae576b954de.jpg,Harsh,Biogenic Swamp,2,Splinter,1,,,Lumileaf,1,Moldium,2,Psychosilk,1,,5813,
5814,https://assets.otherside.xyz/otherdeeds/ffbf10222025c6d1a23f0e82e1a86b84f7799a5cb84651c0f6f285c5e08d5c85.jpg,Volcanic,Biogenic Swamp,1,Crimson,1,Petrified,2,Spikeweed,1,Brimstone,1,,,Forged Hammer,5814,
5815,https://assets.otherside.xyz/otherdeeds/0aa9732daddcae82b2bcae15275befb6be0d8241acadceab9abb1347e8dc827b.jpg,Harsh,Biogenic Swamp,1,Wastes,3,,,Luster,3,Whisper,1,,,,5815,
5816,https://assets.otherside.xyz/otherdeeds/c8e76fa36f237f311f98707944a28875201fc506b461223d461e827eb0943331.jpg,Mineral,Biogenic Swamp,2,Luster,4,,,,,Oblivion,2,Psychosilk,2,,5816,
5817,https://assets.otherside.xyz/otherdeeds/e6349ae55e21cbe25f285ad577cb37d3a6bb248d4d9f289b3e164c93a9f73fef.jpg,Spirit,Biogenic Swamp,3,Sands,4,,,Nether,1,Moldium,1,Oblivion,1,,5817,
5819,https://assets.otherside.xyz/otherdeeds/cf9047e47c94433405314627555ca78365ed3dcaa7412e442eb07ff6403e8f18.jpg,Spirit,Biogenic Swamp,2,Steppes,4,Nether,1,,,,,,,,5819,
5820,https://assets.otherside.xyz/otherdeeds/c1ab787e908797b7717c05908468b8dc9762ae6559742c9efc554dc946336db7.jpg,Harsh,Biogenic Swamp,3,Glacia,4,,,,,,,,,,5820,
5821,https://assets.otherside.xyz/otherdeeds/83bca56266425604ace54e540c4d9dc17641c30b6085db1d1398590c2602a0b3.jpg,Harsh,Biogenic Swamp,3,Glacia,4,,,Spikeweed,2,,,,,,5821,
5822,https://assets.otherside.xyz/otherdeeds/9b8ea7c32feb8b22fcb48cedef5bdd373d8aa7890361f279a099c87ae242d374.jpg,Volcanic,Biogenic Swamp,1,Obsidian,1,,,,,,,Runa,3,,5822,
5823,https://assets.otherside.xyz/otherdeeds/628168b871c83175a3bb03e5d73705e60325cb2d1f937823e7d43651378a51c1.jpg,Decay,Biogenic Swamp,3,Thornwood,4,,,Duskia,1,Duskia,1,,,,5823,
5824,https://assets.otherside.xyz/otherdeeds/d9b7c3b68dd7b4a478fbc2c3d7bb364ce3b6755672eefab8dab5e183a0cd3ef4.jpg,Psychedelic,Biogenic Swamp,2,Mallow,3,Mallo,3,Petrified,3,,,,,,5824,
5825,https://assets.otherside.xyz/otherdeeds/d375b3cdef6f9dbf2050f4a9bb9f2fc990d3e39fb2cf881a4a2c24de501daee5.jpg,Harsh,Biogenic Swamp,1,Splinter,2,,,,,Nether,2,,,Mystical Crown,5825,
5826,https://assets.otherside.xyz/otherdeeds/fae43b802ac53b8841221b30732b02715d71202b5c0554d6439ee35cec5f7aed.jpg,Decay,Biogenic Swamp,1,Bog,2,,,Oblivion,1,,,,,,5826,
5827,https://assets.otherside.xyz/otherdeeds/c48f0e88deb1b29e924c3f268e6aa4af01042054caa2ebead5b2d032fd84334b.jpg,Growth,Biogenic Swamp,1,Botanical,3,Stonecrop,3,,,,,Stonecrop,1,,5827,
5829,https://assets.otherside.xyz/otherdeeds/070735e3af0b92aae9d1cf74ea953a3cde6550628d163853118aec09ee143d66.jpg,Spirit,Biogenic Swamp,1,Veldan,1,,,Brimstone,3,Petrified,1,,,,5829,
5830,https://assets.otherside.xyz/otherdeeds/0e42c0c6f42422be0b1b64ab173a2e8fc47c1f76aae525bd97f31b1290c4e5f0.jpg,Psychedelic,Biogenic Swamp,3,Mallow,4,Whisper,2,,,,,,,,5830,
5831,https://assets.otherside.xyz/otherdeeds/0d7522681e71df655c96e0b846ad286d14873760aaa7ef28f686b3d179ff7e8b.jpg,Decay,Biogenic Swamp,2,Bog,3,,,Petrified,3,,,,,,5831,
5832,https://assets.otherside.xyz/otherdeeds/ffab7c27acf156333d98439c10a076b0495cd0c2abdfa3d83767f565e6cac54a.jpg,Psychedelic,Biogenic Swamp,1,Shadow,2,,,Phantom,1,,,,,,5832,2938
5836,https://assets.otherside.xyz/otherdeeds/f9f5645025779ca0c75bc7e859c8ad4971a93cea97b552e316795d534c97f784.jpg,Harsh,Biogenic Swamp,1,Splinter,3,Runa,1,Bonestone,1,,,,,,5836,
5837,https://assets.otherside.xyz/otherdeeds/6248b63d92f99037c8885b8ede7c055c76eebcde4dfe599ae141595c128fd7ac.jpg,Harsh,Biogenic Swamp,3,Bone,4,,,,,,,Kinsoul,1,,5837,
5839,https://assets.otherside.xyz/otherdeeds/daf300ed36f9102ab82b113e1a80bded8375c775192ee4a2b0beea6c9eaed503.jpg,Growth,Biogenic Swamp,1,Botanical,1,,,Lunarian,2,Whisper,1,,,,5839,
5840,https://assets.otherside.xyz/otherdeeds/1246a9797b357636528419e043ad2c8f35c85a267ed1000123cb8a4c18f23b7d.jpg,Decay,Biogenic Swamp,2,Bog,3,,,Petrified,2,,,Bonestone,1,,5840,
5841,https://assets.otherside.xyz/otherdeeds/9e352dc45021feeb4617ec7115c7a4df12fe0ffb68c07eacc52e87f3f938357f.jpg,Mineral,Biogenic Swamp,2,Luster,3,Moldium,2,Moldium,3,,,,,,5841,
5842,https://assets.otherside.xyz/otherdeeds/9942b0da3ec667c41144f49a830e1953aa54f0ea9acc21f84bbeec80f4179685.jpg,Decay,Biogenic Swamp,2,Plague,5,,,,,Oblivion,2,,,,5842,
5843,https://assets.otherside.xyz/otherdeeds/75be1628d9b3504abac0cd4e0470413ad2869c6ce117b67dc71e9bd2b6a44dae.jpg,Psychedelic,Biogenic Swamp,1,Mallow,2,,,,,Moldium,2,,,,5843,
5844,https://assets.otherside.xyz/otherdeeds/b344bec8c16c02fe47a0af7c3331bebeef5e0e8ea7d6a16119042540c24b45f0.jpg,Psychedelic,Biogenic Swamp,2,Sludge,4,Bonestone,1,Moldium,1,Lumileaf,3,Lumileaf,2,,5844,
5845,https://assets.otherside.xyz/otherdeeds/0edf2eee118cb28d2226ba7758828bab4cf7daf2f151acf53e3f22ac73571512.jpg,Growth,Biogenic Swamp,3,Mycelium,4,Moldium,2,Brimstone,1,,,Luster,2,,5845,
5846,https://assets.otherside.xyz/otherdeeds/f94bb8fca389a4ce0cadac79c0ea384ea09bb7129e971762a50caf3a0e3a56fa.jpg,Decay,Biogenic Swamp,1,Bog,3,Petrified,1,Lunarian,2,Kinsoul,2,Brimstone,3,,5846,
5847,https://assets.otherside.xyz/otherdeeds/39cee87fd53672d40725f2afc7aeb8d432ed252dae22e15443ee7a2a01faef53.jpg,Harsh,Biogenic Swamp,1,Splinter,2,,,Moldium,3,,,Claymer,1,,5847,
5848,https://assets.otherside.xyz/otherdeeds/9a401276daebc754554562f48dc46a188b7635ada3d9e3504983436c317dfc11.jpg,Psychedelic,Biogenic Swamp,3,Mallow,3,Brimstone,2,Luster,2,,,Nether,1,,5848,
5849,https://assets.otherside.xyz/otherdeeds/1661991d7aea95e372b98ba964bfb3720629d5476a616d635d5f048715d99563.jpg,Decay,Biogenic Swamp,1,Thornwood,5,,,Runa,2,,,Whisper,2,,5849,653
5850,https://assets.otherside.xyz/otherdeeds/5b1bae27548bf535bb97d52be3e72ab63de9bdf4f6b91a25860f027be2059548.jpg,Volcanic,Biogenic Swamp,1,Crimson,4,,,,,Lunarian,1,Petrified,2,,5850,
5852,https://assets.otherside.xyz/otherdeeds/8a0a0f8a9600ab4a043812793cd850e28786fc0cae0cd570ac2e866eb6918653.jpg,Harsh,Biogenic Swamp,1,Glacia,2,,,Nether,1,Kinsoul,3,,,,5852,
5853,https://assets.otherside.xyz/otherdeeds/bb0c2394e83dc2676aa02dea2d65e078eb179bae1e3066b95aac29285e805e4f.jpg,Growth,Biogenic Swamp,3,Mycelium,1,Senticybia,1,,,,,Luster,2,Sands of Time,5853,
5854,https://assets.otherside.xyz/otherdeeds/505a41ad00f7328751ea00be903c8b441978b246bd04e41d0e40ff408a8ec79e.jpg,Mineral,Biogenic Swamp,2,Spires,5,,,Void,2,Kinsoul,3,,,,5854,
5855,https://assets.otherside.xyz/otherdeeds/b59149975651d59e00a0f2c2a0a170ea8bd5328aa58b2f6c9a7be42ebc64d173.jpg,Decay,Biogenic Swamp,2,Bog,3,,,Mossmoon,1,Luster,3,,,,5855,8689
5856,https://assets.otherside.xyz/otherdeeds/0e96e02ab91ec2fac8c2c321f0b39b2807d6fb87d54d9a435bd1cda9eee1c0cf.jpg,Growth,Biogenic Swamp,2,Jungle,1,Kinsoul,1,Luster,1,,,,,,5856,
5857,https://assets.otherside.xyz/otherdeeds/6cd5efd41ed4223cc17d43305e55134ac2ea403ea501591b4ecefb3441bb0af2.jpg,Harsh,Biogenic Swamp,1,Splinter,3,,,Brimstone,3,,,,,,5857,
5858,https://assets.otherside.xyz/otherdeeds/345d8562c3661a0684f323255af76401b480a4460da0708a775fabd10ba4d234.jpg,Spirit,Biogenic Swamp,2,Sky,2,Nether,3,,,,,Spikeweed,3,,5858,
5859,https://assets.otherside.xyz/otherdeeds/6010cb7c6b88fd6741efc58fc86865beaee36a96bea87281ee92468ced68e3bc.jpg,Decay,Biogenic Swamp,1,Bog,3,Whisper,2,,,,,,,Fire Sale Scroll,5859,
5861,https://assets.otherside.xyz/otherdeeds/0edb9f0fa3abfdb3a923c55052a5d1eb36fedcbe0b45f509eb2ce90bb1a63c29.jpg,Spirit,Biogenic Swamp,2,Veldan,1,Lumileaf,1,Lumileaf,1,Psychosilk,1,Moldium,3,,5861,
5862,https://assets.otherside.xyz/otherdeeds/a4d49b0a7d11d029b54855cc37ecb84557de550206fb373e8e36d7e4d69f87b8.jpg,Mineral,Biogenic Swamp,2,Spires,2,,,Pyrum,1,Runa,1,Spikeweed,1,Mystic Triangles,5862,
5863,https://assets.otherside.xyz/otherdeeds/5f89c6f605821d0930d34bbe0fb66c9be51c0ef03557c52963efd7467b9f794d.jpg,Mineral,Biogenic Swamp,2,Crystal,4,Bonestone,3,Moldium,3,Luster,1,Oblivion,1,,5863,
5864,https://assets.otherside.xyz/otherdeeds/b345c06b48a9a50f3121571fb809c17ac78c89a8b780ad6582b5d5fb9b405827.jpg,Volcanic,Biogenic Swamp,1,Sulfuric,4,Luster,2,Petrified,2,Nether,1,Psychosilk,3,,5864,
5865,https://assets.otherside.xyz/otherdeeds/82dc3dbbe092e3f9ab87542227d952f87cb7b0f6293f9827bd3eaf8fe5a50b71.jpg,Harsh,Biogenic Swamp,3,Splinter,2,,,Steppesalt,3,,,Bonestone,3,,5865,
5866,https://assets.otherside.xyz/otherdeeds/5bf927e1843a95883fe505cd69237184dd2eeba05703f122633ef1a6f9b2fde5.jpg,Growth,Biogenic Swamp,2,Botanical,1,,,Whisper,1,,,,,Slime Juice,5866,
5867,https://assets.otherside.xyz/otherdeeds/5668bf9711c75eee22c6a28acac08b7e9fda5da451c92879b1c8e34c2ff6c89f.jpg,Spirit,Biogenic Swamp,2,Veldan,5,Runa,2,Lumileaf,1,,,,,,5867,
5868,https://assets.otherside.xyz/otherdeeds/de6b066199ef53c9ba545ae585259f8ac786fd6ad39e270ac61e0dd5c780765a.jpg,Harsh,Biogenic Swamp,1,Glacia,2,,,Luster,2,,,Slushia,1,,5868,
5869,https://assets.otherside.xyz/otherdeeds/ff5cbaa2f656d62f09718ea5913664eac77c7b718b58518b65b0bb599cb12258.jpg,Mineral,Biogenic Swamp,1,Biolume,1,Spikeweed,2,Fortuna,2,Nether,1,Lunarian,3,,5869,
5870,https://assets.otherside.xyz/otherdeeds/1d0354740079f7fa28558fde4628649203780517507bca3b277281f2940faa8a.jpg,Harsh,Biogenic Swamp,3,Glacia,5,Whisper,1,,,,,Brimstone,2,,5870,
5871,https://assets.otherside.xyz/otherdeeds/456412ed3196d4362f9bb0c2792e448de4d34eaf72b269ce106ebcc04ddf3a1a.jpg,Psychedelic,Biogenic Swamp,2,Mallow,1,Moldium,3,Petrified,3,Bonestone,2,,,,5871,
5872,https://assets.otherside.xyz/otherdeeds/15efc5246e6ad302b71b2dffc5eb141d408a40de5f8a0ee8c7ddea16f2fe5258.jpg,Volcanic,Biogenic Swamp,1,Sulfuric,4,Bonestone,1,Runa,1,Sulfirica,1,,,Whale Statue,5872,
5873,https://assets.otherside.xyz/otherdeeds/532795cadbf01770a51986111c682a0f8dfa1c8982f482f664f1e756c6b8564f.jpg,Mineral,Biogenic Swamp,1,Spires,2,,,,,Brimstone,1,Bonestone,3,,5873,
5875,https://assets.otherside.xyz/otherdeeds/09bac8cff6d2ddfd989248183d41655d2fc2b4060916bf6fbfb77406807dc861.jpg,Harsh,Biogenic Swamp,3,Glacia,3,,,Whisper,2,,,Whisper,3,,5875,
5876,https://assets.otherside.xyz/otherdeeds/355fb49bd9d961a97c393a875925064fa1187098f12c0b3bb900575e0574bede.jpg,Mineral,Biogenic Swamp,1,Spires,1,,,,,Brimstone,1,,,,5876,
5878,https://assets.otherside.xyz/otherdeeds/4d0e3141c8df73d09a850352ff6e8d8e69f3cdc8610e9a8c03f5cfc7f643f240.jpg,Decay,Biogenic Swamp,2,Plague,2,,,,,,,Whisper,1,,5878,
5879,https://assets.otherside.xyz/otherdeeds/c436d409c17e67088e1268c52740525e56d83899124e6e9bdab7ca8ee6da4a44.jpg,Volcanic,Biogenic Swamp,1,Molten,1,,,,,Lumileaf,1,Thermodite,1,,5879,
5880,https://assets.otherside.xyz/otherdeeds/2cfcea2d069a1b178d7cbf239fa7624f640716a21658d4e2bdbbea62357b87e5.jpg,Decay,Biogenic Swamp,1,Ruins,4,,,,,,,,,Rugged Axe,5880,4479
5882,https://assets.otherside.xyz/otherdeeds/d9258d8ce188ef4bd17797264af3aa01a66fe33089a1b4ec035c23e04ce04a5c.jpg,Spirit,Biogenic Swamp,1,Steppes,3,Spikeweed,2,,,,,Petrified,2,,5882,
5883,https://assets.otherside.xyz/otherdeeds/52fdf2d272a1705a9efaee5ebc89c364b438287923ba6c6b915eae3350a9cbe8.jpg,Spirit,Biogenic Swamp,1,Veldan,1,,,Scholara,2,Moldium,1,,,,5883,
5884,https://assets.otherside.xyz/otherdeeds/2dca6d08bd58a8b95cd60c4ddc96da3077acd82c88617fc7a290db85850e12c8.jpg,Harsh,Biogenic Swamp,1,Splinter,1,,,Whisper,2,Nether,3,,,,5884,
5885,https://assets.otherside.xyz/otherdeeds/1fd0b41e82b5114c53e791dc87747e62c1b822eea786f2cbe90fbf38aaec8279.jpg,Psychedelic,Biogenic Swamp,1,Mallow,1,Nether,2,,,,,,,,5885,
5886,https://assets.otherside.xyz/otherdeeds/dc9c9e2a259adb7dc6b66b4f0fbe56bc95cec66019d7cd059735787daefeee27.jpg,Growth,Biogenic Swamp,2,Mycelium,2,,,,,Spikeweed,1,Lunarian,1,Banana Peel,5886,
5887,https://assets.otherside.xyz/otherdeeds/6915e05f13c675f93526c1676181a2a3e27e25f481f46418124fc8c5150818fb.jpg,Decay,Biogenic Swamp,1,Bog,1,,,,,,,Petrified,3,,5887,
5888,https://assets.otherside.xyz/otherdeeds/d3965de34871a5a13bccfa297a9d81fc960ec619cd7ac4d299dc00e2252a4c2e.jpg,Spirit,Biogenic Swamp,2,Steppes,2,Petrified,3,,,,,Luster,3,,5888,
5889,https://assets.otherside.xyz/otherdeeds/d66b47971758a8aaf6c950a7d12b848880917c488c4e1b9dd306773c3ef2e13f.jpg,Spirit,Biogenic Swamp,2,Steppes,2,Whisper,1,Runa,2,Oblivion,2,Oblivion,3,,5889,
5890,https://assets.otherside.xyz/otherdeeds/5e224e67a9e1df3f70978b8effc2c9b1ea31e8618d050845967d8398dd59718d.jpg,Harsh,Biogenic Swamp,1,Glacia,4,,,Lumileaf,1,Brimstone,2,,,,5890,
5891,https://assets.otherside.xyz/otherdeeds/ac78651d796de6acd9b3380f5cc9caa28e00a0c232def7e54e2968a87cb90fed.jpg,Harsh,Biogenic Swamp,1,Wastes,5,,,Whisper,2,Obsilica,2,,,Celestial Orb,5891,
5892,https://assets.otherside.xyz/otherdeeds/15c6d391bc56bcbdc4aa88fde776f4df5e9ec6ca599973a9883538ba148524c2.jpg,Spirit,Biogenic Swamp,1,Sky,2,Brimstone,1,Brimstone,1,Nether,1,Spikeweed,1,,5892,
5894,https://assets.otherside.xyz/otherdeeds/99de1e994c07d92561e2129feed12f6fcb362ac7017648f1343338e366965eaa.jpg,Psychedelic,Biogenic Swamp,1,Mallow,1,Psychosilk,2,Runa,1,Whisper,1,Oblivion,2,,5894,
5895,https://assets.otherside.xyz/otherdeeds/3aa99f78fb9a1d4b4a01b11901dc0f0ffb6616b2d9aad82fc58973687401583a.jpg,Volcanic,Biogenic Swamp,2,Obsidian,2,,,Whisper,3,,,,,,5895,
5896,https://assets.otherside.xyz/otherdeeds/cf4b23294798a1b01b2a3998426c02d954dc5b099742727c43b035c1588edaa1.jpg,Mineral,Biogenic Swamp,1,Biolume,2,Lumileaf,1,,,,,,,,5896,
5897,https://assets.otherside.xyz/otherdeeds/624e08bd7c1a07d654fa3fe2240811c306d932bd5aeeb46957826a994fa90ed6.jpg,Volcanic,Biogenic Swamp,3,Molten,3,Bonestone,1,Moldium,3,,,,,,5897,
5898,https://assets.otherside.xyz/otherdeeds/aabe63a8b78160f776ca7bf869366ac07ab93332566a6c8bb69e80a98b2a71bb.jpg,Decay,Biogenic Swamp,1,Thornwood,3,Spikeweed,2,Duskia,2,,,,,,5898,
5899,https://assets.otherside.xyz/otherdeeds/ff9fcf3feb237cde52bb7260732d718ea045ff410142a6886bc90f75326101c9.jpg,Psychedelic,Biogenic Swamp,1,Mallow,1,,,Moldium,1,,,,,,5899,
5900,https://assets.otherside.xyz/otherdeeds/848588e6d2af4e3aa8a53d213313d903e20abd322d9c33b5de23ccc599312a95.jpg,Volcanic,Biogenic Swamp,1,Crimson,3,Nether,1,Ragnarock,3,,,,,,5900,
5901,https://assets.otherside.xyz/otherdeeds/1fa130bc3805d928dbc5e9cb88f00562ea1d55d8c44b637a18522861ab78e26c.jpg,Mineral,Biogenic Swamp,1,Biolume,2,,,Spikeweed,1,Oblivion,1,,,,5901,
5902,https://assets.otherside.xyz/otherdeeds/9d059ebccc4e47d1150a6a47f489a7013c21f2244e12d15a8313bfa38af40190.jpg,Growth,Biogenic Swamp,2,Jungle,3,Oblivion,2,,,Tanglevine,2,,,,5902,
5903,https://assets.otherside.xyz/otherdeeds/3046e6bef7ed5ebedd954ecbaaa5828a1f5c3e01009a9f3a45568b7a4465186d.jpg,Harsh,Biogenic Swamp,2,Wastes,1,Hollowcine,2,Whisper,2,,,,,,5903,1223
5904,https://assets.otherside.xyz/otherdeeds/ce8fc3c9f589639083a98b830ebd6fa6efc1983928169816055eedf05a77547e.jpg,Spirit,Biogenic Swamp,2,Sky,4,,,,,,,,,Sooper Box,5904,
5905,https://assets.otherside.xyz/otherdeeds/ded46c1f2db46917f602d2dc1c85aa89ab8d3af4a02ccac6ae97eb2574ae3356.jpg,Volcanic,Biogenic Swamp,1,Molten,3,Runa,2,Slaglia,3,Runa,2,Oblivion,1,,5905,
5906,https://assets.otherside.xyz/otherdeeds/ad320006245ef872dbb06723597670fe38a488a52dd4ec1d062b333210c00836.jpg,Harsh,Biogenic Swamp,1,Splinter,2,Lumileaf,1,Moldium,3,,,,,,5906,
5907,https://assets.otherside.xyz/otherdeeds/3e3de7f95a46f1e9419bcfa0e6dad3110e46962c856a68f97983755fdb50ef67.jpg,Mineral,Biogenic Swamp,2,Biolume,1,Brimstone,1,,,Bonestone,2,Oblivion,2,,5907,
5909,https://assets.otherside.xyz/otherdeeds/ed2bd53082587303a71008499fe8d2f81990ca037cd65a1d7ff6eb09516e1a39.jpg,Psychedelic,Biogenic Swamp,1,Shadow,5,,,Psychosilk,2,Luster,2,Luster,1,,5909,
5910,https://assets.otherside.xyz/otherdeeds/b31fd5d2203c6349454888a1a2c2d9304b0f1d839d07024abccfae935b1e4e77.jpg,Volcanic,Biogenic Swamp,2,Molten,1,Whisper,2,Petrified,1,,,,,,5910,
5911,https://assets.otherside.xyz/otherdeeds/fa029ced84d552e07cab890bd7b8ad6729c92e6c7aaf2c5643e15cddfd418ea3.jpg,Spirit,Biogenic Swamp,3,Veldan,5,,,Scholara,2,,,Spikeweed,2,,5911,4262
5912,https://assets.otherside.xyz/otherdeeds/3ee3d3ba940f7e09a83978e7d65121f6cf8c6dff59f0c7208bf91e2645fc69d2.jpg,Spirit,Biogenic Swamp,1,Sands,1,,,,,,,Coralia,1,,5912,
5913,https://assets.otherside.xyz/otherdeeds/519e87394e39e3f8b1b195ef0a8cc881b6d11dda3d4049838a12cad3c6efccff.jpg,Harsh,Biogenic Swamp,2,Wastes,2,,,,,Hollowcine,3,Bonestone,2,Slime Juice,5913,
5914,https://assets.otherside.xyz/otherdeeds/874b5c40786ef8966d681d92181ca206422d1855e6cdbe186f70cbd4dc7362d0.jpg,Decay,Biogenic Swamp,1,Ruins,1,Bonestone,1,Luster,2,,,,,,5914,
5915,https://assets.otherside.xyz/otherdeeds/8928680696c2ce8603a914bc25c5151c4d2a8852fb99d7843d1e8f5c338057b7.jpg,Harsh,Biogenic Swamp,2,Glacia,2,,,,,Runa,1,,,,5915,
5916,https://assets.otherside.xyz/otherdeeds/1442fe55e5e7147728dc87c8f4affef3cbd3d58dd7c138fcea118f629fa35b93.jpg,Spirit,Biogenic Swamp,1,Veldan,2,,,,,Moldium,2,Bonestone,1,,5916,
5917,https://assets.otherside.xyz/otherdeeds/db0e4ab518bca1a9bc28f2ac850227ff64fd93383ad42729f58da9fe3ba66c8f.jpg,Growth,Biogenic Swamp,1,Mycelium,1,Lunarian,3,Spikeweed,2,Psychosilk,1,Senticybia,3,,5917,
5918,https://assets.otherside.xyz/otherdeeds/6ea46d9e4ce77345db6c2dab49f39ac128913426efd89d9e5ba0b4c9913d6d59.jpg,Harsh,Biogenic Swamp,2,Splinter,3,Psychosilk,2,Kinsoul,1,Spikeweed,2,Whisper,3,,5918,
5919,https://assets.otherside.xyz/otherdeeds/87dd46283b93dbcb5f28e5b479b4e46f8e59906e19539dd618016073aeb6080b.jpg,Mineral,Biogenic Swamp,3,Spires,2,Oblivion,1,,,,,,,,5919,
5920,https://assets.otherside.xyz/otherdeeds/fa3f273ce220159b9372210f608ac9f74a47dfc5bee51ccba0f0fb8d087099e9.jpg,Volcanic,Biogenic Swamp,3,Obsidian,1,,,Petrified,2,Bonestone,2,Whisper,1,,5920,
5922,https://assets.otherside.xyz/otherdeeds/fe08c95bbbce9854e013c4a37e7f402f24d2066540fd326c15705e222a3be719.jpg,Growth,Biogenic Swamp,1,Mystic,2,,,,,Psychosilk,3,Oblivion,3,Sooper Box,5922,
5923,https://assets.otherside.xyz/otherdeeds/19c2cbff9d12fc6a062a1ceee49a699dfc943c46ab3511e6d2166601a74db484.jpg,Decay,Biogenic Swamp,3,Ruins,5,Moldium,1,,,Chroma,3,Luster,3,Sands of Time,5923,
5924,https://assets.otherside.xyz/otherdeeds/a6b508d6c2ece4f9ea13f2bf2d5165bcb745e4a8ca9cba0b8ef1983b10ac2389.jpg,Volcanic,Biogenic Swamp,1,Crimson,3,,,Kinsoul,2,Kinsoul,3,,,Sticky Cauldron,5924,
5925,https://assets.otherside.xyz/otherdeeds/bb390f558cdf70c5656a6608da832f7038a4e8c3c4ecacd6ed9e9b2a30235768.jpg,Mineral,Biogenic Swamp,3,Spires,4,Kinsoul,2,,,,,,,,5925,
5926,https://assets.otherside.xyz/otherdeeds/08b217c41b4cbeed7ab053eaf204202c23a99771343f582abfcb9d2d44dcf656.jpg,Harsh,Biogenic Swamp,2,Splinter,3,,,Petrified,1,Whisper,3,Nether,1,Fire Sale Scroll,5926,2700
5927,https://assets.otherside.xyz/otherdeeds/d3691b9af3c1ad5a4a207ba7839da91d0993383de8832ac31d13e758a6b167fc.jpg,Psychedelic,Biogenic Swamp,2,Sludge,3,,,,,Petrified,2,Nether,2,,5927,
5928,https://assets.otherside.xyz/otherdeeds/dde2e4f1415e8f394364859862d19ee8dc88f1f0d3ee0c2899a5044222990c48.jpg,Volcanic,Biogenic Swamp,2,Sulfuric,4,,,Whisper,3,,,,,,5928,
5929,https://assets.otherside.xyz/otherdeeds/03559f87a9309fcacaff1623513c5db18a491d98b0ed66535e0e438a08df8476.jpg,Mineral,Biogenic Swamp,1,Spires,4,Moldium,2,Runa,2,Petrified,3,,,,5929,
5930,https://assets.otherside.xyz/otherdeeds/02981dc25b043544e9c154ebb4526628cc641077c6fe8912b05b220dd034f845.jpg,Growth,Biogenic Swamp,1,Mystic,4,,,Petrified,1,Brimstone,2,Glowpod,2,,5930,
5931,https://assets.otherside.xyz/otherdeeds/fe5daff9c84882912ccc85e5292591b93cfbb4943b6f1edb7d31afb840612ac4.jpg,Volcanic,Biogenic Swamp,2,Sulfuric,3,,,,,Petrified,2,Whisper,3,,5931,
5932,https://assets.otherside.xyz/otherdeeds/2ac5e309d93efe28b4cfc266a0838bf744ff8d9c949ce9025958755a03aa273f.jpg,Decay,Biogenic Swamp,3,Ruins,4,,,,,Nether,1,Lumileaf,1,,5932,
5933,https://assets.otherside.xyz/otherdeeds/e74ba6d127bbca96407773358a8dc9285859ee49209d36e0697e31073d47e99e.jpg,Harsh,Biogenic Swamp,1,Glacia,3,Spikeweed,1,Lunarian,1,Psychosilk,1,Luster,2,,5933,
5934,https://assets.otherside.xyz/otherdeeds/5268b3cd1f8a074149605ce338f26104a5b192c86a8399f2ee6c5513c8afe218.jpg,Volcanic,Biogenic Swamp,2,Molten,3,Lumileaf,1,,,,,Slaglia,1,,5934,
5935,https://assets.otherside.xyz/otherdeeds/65fc96353d30df89a7d933a274307dcaa1c1aeb5afb97595855e91002186906e.jpg,Harsh,Biogenic Swamp,2,Glacia,1,,,,,,,Psychosilk,1,,5935,
5936,https://assets.otherside.xyz/otherdeeds/0207ca77695d754adfaafc1e78d127f04ce7f80bce534fb7cc07cdac47e6f945.jpg,Psychedelic,Biogenic Swamp,1,Mallow,1,Moldium,2,Lunarian,3,Nether,2,Spikeweed,3,,5936,
5937,https://assets.otherside.xyz/otherdeeds/1da3de0b61e9ad14f885f850225673deec62bd59e50f6760256a2be87b7311fe.jpg,Growth,Biogenic Swamp,1,Mycelium,2,Brimstone,1,,,,,,,,5937,
